story_id,objective
"14,445",To empower women through education and improve school infrastructure
"14,497",To provide a safe and enjoyable space for children to play and engage in physical activity
"14,482","To create a designated reading space for children in every home in Nagawala, Mysuru, Karnataka"
"14,500",To provide a safe space for children to play and engage in physical activities
"17,597",To improve the education system in government schools by ensuring teachers are present and monitoring students
"28,907",To provide children with access to computer technology in the library
"29,166",To improve financial condition and pursue studies
"14,501",To provide a safe space for children to play and engage in physical activity
"15,755",To help Kusum Kumari return to school after dropping out due to her father
"14,596",To improve attendance by addressing transport barriers through community partnerships
"15,717",To address the lack of mental health specialists in schools and provide support to students
"15,796",To address the lack of mental health specialists in schools and provide support to students
"4,305",To educate Priyanka and support her family in overcoming financial difficulties
"28,909",To address the issue of rainwater leakage in the school and improve the learning environment for students
"15,718",To address the lack of mental health specialists in schools and provide support to students
"19,512",To create awareness among parents about the importance of education and provide a conducive environment for children to learn
"21,927",To improve the quality of education by hiring qualified teachers in schools
"16,300",To encourage Meena to attend school regularly
"28,910",To educate children about computer technology
"16,024",To empower women in the village by discussing their health issues and village sanitation
"14,983","To create a quiet and dedicated study space for children in shared rooms, reducing distractions and improving their ability to focus on their studies."
"21,749",To educate girls and empower them to make their own decisions
"29,041",To address the lack of mental health specialists in schools by advocating for their appointment
"18,053",To improve the school facilities in Lodipur by providing toilet and tap water facilities
"14,978",To create a dedicated study space for children from low-income families who lack proper furniture and space at home
"16,033",To encourage girls who had dropped out of school to re-enroll and continue their education
"16,045",To educate Radha Kumari till 12th standard
"4,384",To increase the number of teachers in the school
"4,237",To empower girls through education and raise awareness about its importance
"29,330",To provide clean drinking water for students in schools and colleges
"28,911",To improve education by involving parents in their children
"4,217",To provide a clean and healthy environment for students by addressing the issue of improper drinking water facilities in the school
"7,038",To improve education in Bihar by addressing the issue of parents being busy and children not attending school
"29,042",To address the lack of mental health specialists in schools and provide support to students
"29,117",To provide clean drinking water units in schools and colleges
"4,403",To provide a separate space for children to study at home
"4,203",To spread awareness about human trafficking and transform human trafficking incidents through Meena Manch
"3,786",To provide students with access to educational resources by setting up a library in the school
"29,353",To improve menstrual hygiene and education for girls in government and aided schools
"29,352",To promote menstrual hygiene and education for girls in government and aided schools by relaunching the Suchi Kit scheme
"28,912",To improve education by encouraging parents to pay attention to their children
"14,979",To provide a dedicated and quiet space for students to study and read
"10,209",To keep the environment around the school clean and green
"14,906",To educate Sirishti Kumari despite financial poverty
"5,582",To teach children through play and make learning fun
"4,238",To create awareness about Meena Manch among girls and boys and to empower them to take decisions and solve problems
"5,005","To address the problem of boys dropping out of school due to social expectations and family pressures, and to encourage them to pursue higher education."
"4,269",To empower girls through education and create a brighter future for them
"14,917",To enhance student learning by resolving problems
"4,224",To improve attendance in school by making parents aware of the importance of education and providing incentives to students
"4,545",To improve the educational outcomes of children by addressing the issues caused by an unhealthy home environment through private counselling sessions for parents and children.
"4,228",To educate Ragini Kumari and ensure she receives her rightful reservations and opportunities despite being a child bride and having a disability
"4,248",To prevent human trafficking of girls in rural Bihar by raising awareness and promoting vigilance among the community
"4,692","To provide a peaceful and conducive space for underprivileged children to study and read, thereby improving their educational outcomes"
"4,241",To educate girls and empower them through education
"4,555","To improve education in Kannali Village by addressing parental mindset, financial constraints, and lack of facilities"
"4,279",To educate girls about their rights and roles in society
"28,916","To address the issue of low attendance due to lack of transportation, by arranging vehicle facilities and ensuring parent cooperation."
"29,043",To address the lack of mental health specialists in schools and provide support to students
"5,012",To empower girls through education by changing parental attitudes and enrolling children in school
"5,008",To improve education in Hosabudanooru village by engaging the community and providing resources to families
"4,263",To improve education and awareness among girls in the community through Meena Manch
"4,283",To educate girls till 12th standard and stop child marriage
"4,250","To provide Aadhaar related information and help in getting Aadhaar made for children, and to enroll them in school"
"20,754",To improve education in Sariya Gaanv by addressing the issue of enrollment due to Aadhar card problems
"4,256",To provide education to girls from poor families who cannot afford admission fees
"5,349",To empower girls in the community by providing them with access to education and job opportunities
"5,016",To improve education in Hosabudanooru village by providing bridging classes and linking families with microcredit and skill training opportunities
"29,118",To improve the attendance and educational outcomes of girls in schools by providing them with access to sanitary facilities
"28,917",To improve school attendance by providing transport facilities to students living far away from school
"14,888",To address the gender-based challenges in education by conducting awareness campaigns for parents
"14,889",To empower girls through education and overcome social and economic barriers
"4,300",To educate girls and women about menstrual health and hygiene in rural Bihar
"28,918",To improve children
"4,596",To connect girls to school for education and empower them
"4,291","To address the declining school attendance by engaging parents and the community, and encouraging students to attend school regularly"
"28,919",To improve writing skills of children by practicing on the blackboard
"29,119",To provide sanitary napkins to girls in government and aided schools
"29,307","To increase awareness about the importance of education and essential documents like Aadhaar cards and birth certificates, and to help children access these services, enabling them to attend school regularly."
"4,926",To enhance the learning experience of Anganwadi children by introducing play-based activities
"5,261",To educate Anganwadi children through activities at the education center
"5,020",To improve the educational outcomes of boys in Hosabudanooru village by addressing the lack of interest in learning and providing individualized support.
"5,031",To shift parental attitudes that deprioritize girls' education
"4,394","To address the lack of consistent support for students in building strong foundational skills, especially in reading and mathematics, by providing individual attention and leveraging available resources."
"5,033","Prevent dropouts due to early marriage or abuse by identifying at-risk girls, intervening through counseling and legal referrals, and promoting continuing education as an alternative to early marriage"
"3,955",To solve the problem of education being hindered due to domestic work
"4,374",To improve education for women in Devaraj Nagara by increasing awareness and accessibility
"28,920",To enhance writing skills of children by practicing on the blackboard with the help of old students
"29,044",To address the lack of mental health specialists in schools
"4,299",To increase awareness and participation of girls in Kishori Manch meetings
"14,904",To educate Sunita Kumari and help her become something by studying despite financial poverty
"4,695",To create a dedicated reading corner for children to improve their learning environment
"4,356","To provide a reliable transportation system for school children in Devaraj Nagar, reducing the distance they have to travel to attend school"
"15,297",To improve Sona's education
"4,383",To reduce dropout rates among migrant children due to poverty
"29,168",To address the lack of mental health specialists in schools and provide support to students
"12,249",To raise awareness about the problems caused by child marriage and empower women to take action against it
"14,898",To provide necessary help to first generation learners at school
"4,392",To help a student who dropped out of school return to education and understand its value
"29,288","To provide clean drinking water units in schools and colleges, improving the health and well-being of students and staff."
"28,921",To create awareness about menstrual hygiene in Sherghatti Village
"15,288",To resolve the issue of Neha Parveen not getting a chance to study further after failing her matriculation examination
"15,296",To educate village girls and increase awareness among them
"4,401",To provide evening education to children and help them learn with interest and activity
"15,290","To encourage the community to educate their children, especially girls, by highlighting the importance of education and the benefits of government schemes."
"12,004",To create a reading corner at home for children and motivate women to come together
"13,680",To increase cultural activities for children by teaching them dance
"4,391",To help a girl child who dropped out of school due to poverty and pressure from parents to continue her education
"29,256",To construct and maintain separate toilets in schools and colleges
"15,338",To empower girls through education by encouraging their parents to send them to school
"4,149",To improve education among the people of Birachhapra village by raising awareness and promoting education
"15,344",To help children attend school by addressing family constraints and lack of support
"15,373",To encourage Soni Kumari to attend school and tuition
"4,080",To educate girls and empower them through education
"4,041",To increase awareness about education among village girls and provide them with access to computer classes
"3,895",To educate students about the dangers of cyber crime and how to protect themselves
"4,116",To help children get their Aadhar cards corrected and enrolled in school
"4,014",To educate girls and empower them to make informed decisions about their lives
"3,965",To facilitate school admission for children without Aadhar cards by creating the necessary documents and providing support to their parents.
"3,921","To enroll children in school by obtaining Aadhar cards, ensuring access to education and government facilities"
"14,477",To educate women about financial literacy and its importance
"4,017",To promote education and empowerment of girls in rural areas
"3,989",To empower girls through education and make them self-sufficient
"4,141",To improve the morale of school children and help them progress in their field
"3,863",To provide job training to unemployed women and empower them to take up local job opportunities
"4,475",To educate girls in Kudra village by providing them with necessary resources and support
"3,998",To improve school enrollment by addressing the issue of missing date of birth in TC and Aadhar cards
"15,393","To design and implement low-cost reading kits for families with financial constraints, using recycled materials and community contributions."
"3,932",To help children get enrolled and receive government benefits by making Aadhaar cards
"15,460",To improve attendance by motivating parents and making them aware of educational importance
"3,937",To improve the health and hygiene of women in the community
"3,787","To address the teacher shortage in our school by ensuring timely payment of salaries, thereby improving teacher retention and overall education quality."
"20,531",To improve girls education in Motnaje village
"15,418",To empower Nishu Kumari and her family by highlighting the importance of education and addressing the issue of poverty
"13,735",To create a designated reading space for children in every home in the town
"15,404","To provide a quiet and dedicated space for students to study and read, addressing the issue of shared spaces and distractions at home"
"15,417",To empower Nidhi Kumari to continue her education despite poverty
"15,416",To ensure girls receive higher education through Shiksha Chaupal
"3,797",To address the lack of playgrounds in school due to financial constraints
"15,429",To create a proper reading corner at home for students despite limited space
"15,436","To provide students with a quiet and dedicated space for studying and reading, thereby improving their learning outcomes."
"15,469","To provide a dedicated and quiet space for children to study and read, addressing the issue of lack of space at home."
"4,985",To reduce school dropout rates in Kannali village by addressing poverty and gender bias
"15,400",To create a dedicated reading space at home and encourage children to develop a daily reading habit
"15,423",To create a reading corner at home for students despite limited space
"15,453",To create a proper reading corner at home for students despite limited space
"4,172",To increase regular school attendance among children by providing transport and motivating them through task force meetings
"15,464",To educate the community about government facilities and encourage them to send their children to school
"15,434",To create a quiet and dedicated space for children to read and study at home
"15,437","To create a dedicated and quiet space for students to study and read, addressing the lack of guidance or support from parents."
"15,473","To provide a quiet and dedicated space for children to study and read, addressing the issue of lack of guidance or support from parents due to limited space at home"
"13,762",To educate children about menstrual health and hygiene
"19,232",To empower girls through education and make them independent
"15,458",To increase awareness among parents about the importance of education for girls and to encourage them to send their daughters to school
"15,474","To design and implement affordable reading corners for students, improving their focus and learning"
"15,489",To create a proper reading corner at home for students despite limited space
"15,486","To create a shared reading space for the community, promoting literacy and a love for reading among children and adults alike"
"4,183",To improve school attendance and uniformity among children
"13,905",To educate women about the negative effects of child marriage and empower them to make informed decisions
"15,515",To create reading corners at home for children and inspire women to take an active role in their education
"17,445",To educate children from poor families and encourage their parents to support education
"13,884",To create a separate space for children to study at home
"15,525",To create a designated reading space for children in every home in the town
"13,880",To educate women and children about gender sensitivity and promote awareness in the community
"29,045",To address the lack of mental health specialists in schools and provide support to students
"15,667",To provide quality education to students despite the shortage of subject teachers
"13,888",To increase awareness and learning of dance among children
"28,922",To improve education awareness in the community
"13,916",To improve the health of the community by organizing medical camps and increasing awareness
"15,553","To create a quiet and dedicated space for children to study and read, addressing the lack of guidance or support from parents in managing space effectively."
"14,395",To create a designated reading space for children in every home in the town
"14,400",To create a designated reading space for children in every home in the town
"13,928",To provide tuition for children through discussions and arrangements by the education center women
"15,563",To emphasize the significance of education in solving problems
"14,406",To create a designated reading space for children in every home in the town
"14,465",To improve the infrastructure of the school by painting it
"14,046",To educate women about financial literacy and its importance
"14,243","To enhance students' understanding of classroom lessons by providing a supportive peer-study environment, addressing the challenge of limited time for doubt clarification and lack of extra learning support at home."
"14,439",To improve the infrastructure of the school
"15,613",To improve education for girls in Gaighat by addressing the issue of schools being far from home and convincing parents to send their daughters to school
"14,397",To create a designated reading space for children in every home
"14,417","To create a designated reading space for children in every home in Nagawala, Mysuru, Karnataka"
"14,479",To create a designated reading space for children in every home
"14,425",To create a designated reading space for children at home
"14,476",To improve school infrastructure
"15,699",To celebrate Children's Day
"15,709",To address the lack of mental health specialists in schools by advocating for the appointment of counselors or psychologists.
"14,424",To create a designated reading space for children in every home in the town
"14,480",To create a designated reading space for children in every home in the town
"14,481",To create reading corners at home for children
"14,488","To create a designated reading space for children in every home in Nagawala, Mysuru, Karnataka"
"14,444",To improve the school infrastructure by painting the school building
"14,495",To create a designated reading space for children in every home
"14,492",To create a designated reading space for children in every home
"15,727",To improve the educational outcomes of girls in the community by addressing the challenges they face in accessing education
"14,490",To create a designated reading space for children in every home in the town
"4,022",To support teenage girls in pursuing their education and overcoming household chores
"15,702",To improve education in rural Bihar by addressing the issue of children dropping out of school due to poverty and lack of understanding of education's importance
"14,601",To improve attendance by providing shared transport for students living far from school
"15,748",To address the lack of mental health specialists in schools and ensure students receive proper support
"15,706",To improve mental health support in schools by appointing counselors or psychologists
"15,708",To address the lack of mental health specialists in schools and provide support to students
"14,605",To improve attendance by addressing transport barriers through community partnerships
"14,561",To provide evening education to children through awareness and community involvement
"15,758",To ensure Sandesh Kumar can attend school regularly by obtaining an Aadhar card
"19,914",To ensure children attend school regularly and receive scholarships
"15,724",To educate Poonam Kumari and her parents about the importance of education
"7,792",To stop child marriage and promote girls' education
"15,790",To address the lack of mental health specialists in schools and provide support to students
"15,750",To address the lack of mental health specialists in schools and provide support to students
"15,756",To increase awareness about the importance of education and encourage parents to enroll their children in school
"15,777",To address the lack of mental health specialists in schools and provide support to students
"15,778",To address the lack of mental health specialists in schools and provide support to students
"15,757",To encourage girls to attend school
"15,764","To address the lack of mental health specialists in schools, we aimed to raise awareness and petition for change."
"15,800",To address the lack of mental health specialists in schools and provide support to students
"15,805",To reduce dropout rates by providing bus services for students with working parents
"15,772",To address the lack of mental health specialists in schools and provide support to students
"15,804",To address the lack of mental health specialists in schools
"15,853",To address the lack of mental health specialists in schools and provide support to students
"15,864",To address the lack of mental health specialists in schools and provide support to students
"15,795",To address the lack of mental health specialists in schools by advocating for the appointment of counselors or psychologists.
"17,691",To ensure all children in the village have access to education by obtaining birth certificates
"15,838",To raise awareness among the community about the importance of girls education and to encourage all children to join schools and study
"15,851",To prevent sexual harassment and create a safe environment for students in schools and colleges
"15,859",To address the lack of mental health specialists in schools and provide support to students
"15,873",To create awareness among students and prevent sexual harassment in schools and colleges
"15,887",To address the lack of mental health specialists in schools and provide support to students
"13,767",To educate school children and women about menstrual health and hygiene
"16,283",To encourage children to continue their education beyond primary school by addressing the issue of distance to middle school and economic constraints.
"29,120",To provide clean drinking water to students in schools and colleges
"15,888",To address the lack of mental health specialists in schools and provide support to students
"20,472",To educate girls from poor families by informing their parents about government schemes and the importance of education
"15,890","To establish and implement sexual harassment prevention committees in schools and colleges, promoting a safe and respectful learning environment"
"15,970","To provide sanitary napkins to girls in government and aided schools, promoting menstrual hygiene and reducing school absenteeism"
"15,971",To improve menstrual hygiene and school attendance among girls
"15,973",To promote menstrual hygiene and support girls
"15,999",To create a reading corner in small homes to improve reading habits
"16,026",To prevent early marriage and promote education among girls in the community
"16,025",To create a study-friendly environment for children in the community
"15,981",To establish and functionalize sexual harassment prevention committees in schools and colleges
"15,984",To improve the sanitation facilities in schools and colleges by constructing and maintaining separate toilets
"16,083",To provide mental health support to children in schools by appointing counselors or psychologists
"17,855",To enhance education among girls in lower-class and poverty-stricken areas by addressing the lack of education and promoting development
"16,198",To provide education to children in Harijan Colony despite poor financial conditions
"16,001",To empower women leaders in education and promote awareness about sexual harassment prevention committees in schools and colleges
"16,012","To provide a dedicated and quiet space for students to study and read, improving their concentration and academic performance"
"16,027",To educate girls and empower them
"7,105",To empower daughters through education and prevent child marriage
"16,140","To empower girls through education and make them aware of their goals, strategies, and life"
"16,043",To ensure Suruchi Kumari and other girls in the village complete their education till 12th grade
"16,038",To educate teenage girls in Jagtipur Deeha who were not attending school due to household work and child labor
"16,084",To address the lack of mental health specialists in schools and provide support to students
"15,042",To encourage Mamta Kumari to attend school regularly
"4,132",To enroll two children in school who were dropped out due to lack of original documents
"16,202",To provide sanitary napkins to students in government and aided schools
"16,104",To provide clean drinking water units in schools and colleges to improve student health and hygiene
"16,204",To increase awareness among parents about the importance of education for their children
"16,205",To provide sanitary napkins to students in government and aided schools
"16,351",To provide a dedicated study space for underprivileged students to improve their learning outcomes
"16,703",To empower girls through education and improve their future prospects
"16,705",To address the issue of waterlogged schools disrupting children's education
"16,207",To relaunch the Sanitary Napkin Scheme in government and aided schools
"16,222",To pursue higher education and career goals despite financial and societal challenges
"16,225",To educate Urmila Kumari by collecting donations
"16,272",To empower girls through education and make them self-sufficient
"16,354","To provide a dedicated and quiet space for students to study and read, improving their concentration and academic performance."
"20,962",To correct names in Aadhar cards to enable children to get admitted to school and receive education
"20,347",To educate underprivileged children in rural Bihar
"16,344",To improve the quality of education in government schools and change people's perceptions about it
"16,364",To educate girls about menstrual hygiene and promote healthy practices
"16,376",To improve the quality of education for girls in the village by addressing the issue of lack of regular school attendance due to household chores
"15,137",To address the lack of education among adolescent girls and to inform them about government schemes related to schooling and to explain to their parents the importance of education
"4,195",To promote unity and discipline among children through regular Meena Manch meetings and activities
"3,288","To address the lack of teachers, books, and playground in Saptagiri school"
"20,807",To empower girls through education and reduce household chores
"16,299",To support Pooja in pursuing her higher education
"4,202",To improve girls education in Bahuara Ram Tola by encouraging them to study till 12th standard
"15,131",To create a reading corner at home for children despite financial constraints
"15,237",To educate the community about the importance of education for girls
"15,243",To convince Alka Kumari's parents of the importance of education and encourage her to continue studying
"15,262",To encourage Chandni Kumari to continue her education
"10,021",To create a separate study space for children
"15,247",To support Sita in pursuing her education and becoming self-reliant despite her family challenges
"15,302",To improve education in Hardiya village by addressing poverty and lack of money
"4,148",To improve communication with the Head Master and ensure successful implementation of programs
"4,036",To educate a girl in Paan Chhod Village whose father and grandmother were against her education
"15,196",To enroll Durga Kumari in school by making her Aadhar card
"13,397",To empower girls through education and prevent child marriage
"4,105",To improve the quality of education in rural areas by motivating parents to send their children to school and making them aware of government schemes
"4,157",To improve girls' attendance in school and empower them through education
"4,076",To help Priyanka Kumari achieve her dream of becoming a police officer by supporting her education and overcoming obstacles
"12,037",To create a designated reading space in every home for children
"4,154",To educate Kosmi Kumari and make her parents understand the importance of education
"15,359",To enable children to attend school by obtaining an Aadhar card
"15,312",To encourage Khushbu to continue her studies
"15,310",To help Ruby Kumari get her Aadhar card made by correcting the wrong name of her father
"4,153",To improve girls education
"4,145",To help a girl with menstrual health issues
"17,293",To stop child marriage and promote education
"15,376",To empower girls through education and encourage them to pursue their studies
"15,523",To create a reading corner in every home to inspire and educate women
"15,535",To provide evening tuition for children to learn their homework
"15,394",To create awareness among parents about the importance of having a dedicated reading space at home and provide them with simple and affordable ways to set it up.
"4,007",To promote girls' education and challenge traditional mindsets that hinder their academic pursuits
"3,962",Rani wanted to get back to education after repeated failures
"3,759",To create a safe environment for girls in the village by raising awareness about sensitivity and issues
"14,087",To improve financial literacy among the community by raising awareness
"4,075",To increase participation and understanding of girls
"4,033",To empower girls through education and help them overcome obstacles that prevent them from pursuing their studies
"13,725",To create a designated reading space for children in every home in the town
"3,906","To provide a dedicated space for children to study and learn, thereby improving their academic performance and overall development"
"28,923",To educate girls in Kachahari Purr about the importance of education and encourage them to attend school
"13,709","To provide school bags to children who do not have them, thereby promoting education and empowering women in the community."
"3,896",To improve education and increase regular attendance of all children
"3,766",To create awareness about the importance of cleanliness in the school and community
"15,396","To provide a quiet and dedicated space for students to study and read, improving their focus and learning outcomes"
"29,224",To educate girls and make them self-sufficient
"3,862",To provide quality education to children in the evenings due to teacher shortage in school
"19,836",To address the shortage of classrooms and improve the learning environment for students
"14,486","To create a designated reading space for children in every home in Nagawala, Mysuru, Karnataka, and inspire women to take an active role in their children's education."
"14,491",To create a designated reading space for children in every home
"21,510",To empower adolescent girls through education and make them self-reliant
"19,207",To educate illiterate women about government schemes and help them get their children educated
"13,748",To educate school children and women about menstrual health and hygiene
"13,881",To increase awareness about cultural programs among children
"23,680",To increase school attendance by reducing the distance between home and school
"13,850",To improve the quality of government schools and increase parental trust
"14,048",To educate women about financial literacy and its importance
"15,538",To introduce yoga to children and promote their physical and mental well-being
"14,420",To create a designated reading space for children in every home in the town
"29,046",To address the lack of mental health specialists in schools and provide support to students
"15,541","To create a dedicated reading space for children in their homes, despite limited space, by surveying families and identifying common constraints to design around."
"14,487",To create a designated reading space for children in every home in the town
"18,685",To stop child marriage and ensure girls are married after 18 and boys after 21
"15,767",To improve mental health support in schools by appointing counselors or psychologists
"22,044",To empower women and teenagers through education and awareness
"14,399","To improve the school infrastructure by painting the school walls, thus providing a better learning environment for the students."
"14,494",To create a designated reading space for children in every home
"17,593",To educate children and make them aware of the importance of education
"20,496",To educate girls and empower them to live their lives well
"15,783","To provide a dedicated space for children to read and learn, addressing the lack of proper reading corners at home"
"16,349","To provide children with a dedicated and quiet space for studying and reading, thereby improving their concentration and academic performance"
"15,785","To address the lack of mental health specialists in schools, Women Leader Hamsaveni took initiative to solve the problem by writing letters to key officials."
"4,221",To provide drinking water facility in the school
"16,304",To help Payal continue her education despite financial constraints
"16,333",To educate girls from poor financial backgrounds
"14,903",To enhance education in rural areas by making it more engaging and relevant to the community
"4,230",To educate the community on online learning by creating a plan and hosting an event
"10,195",The objective was to improve the mental safety of girls through education and awareness
"14,977","To provide dedicated study spaces for students in Hanakere, addressing the issue of limited space at home"
"4,550",To improve the quality of education in government schools and increase parental trust
"5,009","To address the financial burden on families and lack of awareness about education, and to motivate parents and children to prioritize education."
"4,604",To empower women through education and improve their socio-economic status
"22,394",To empower girls through education and make them self-sufficient
"4,449",To provide a separate space for children to study at home
"4,257",To facilitate the creation of Aadhaar cards for children in the community by addressing the issue of non-residence status
"4,258",To improve education in Pipar Patia Paswan Tola by increasing awareness and enrollment
"14,883","To create a conducive learning environment by setting up a proper reading corner for children in Kommerahalli, addressing the issue of poverty and lack of interest from parents."
"4,385",To provide a comfortable learning environment by addressing the lack of benches in the classroom
"4,220",To improve the educational experience of students in Bandra by organizing a Pravesh Utsav and connecting the school with the community
"4,249",To improve education in Dumri Cutt Saadi Nayagaon Shivhar Bihar by motivating children to go to school through transport
"4,277",To encourage girls in Narwara village to continue their education after failing in matriculation
"4,292",To empower girls through education and prevent child marriage
"5,027","To help a boy from a poor family attend school regularly by providing immediate relief, enrolment, remedial learning, family-income linkages, community awareness, and monitoring"
"4,055",To create a library in Abhinaya school to improve student access to educational resources
"4,694",To create a proper reading corner for children and organize a disciplined study space
"29,325",To provide clean drinking water in schools and colleges
"4,928",To increase children's participation in educational programs by engaging them in patriotic activities
"4,927",To educate children about good touch and bad touch
"29,121",To provide clean drinking water units in schools and colleges
"4,357",To improve children's education by spreading awareness about the negative impact of child labour
"5,067",To bring children together and encourage participation in community programs.
"28,924","To educate deprived children, especially girls, in Sitamarhi by motivating the community and raising awareness about the importance of education"
"29,047",To address the lack of mental health specialists in schools and provide support to students
"3,372",To address the lack of water facilities in schools
"3,859",To improve school sanitation by addressing the lack of toilets and cleanliness due to staff shortage
"4,967","To revive children's interest in play by engaging them in games and activities, thereby promoting their overall development and well-being"
"29,194",To prevent sexual harassment in schools and colleges
"6,848",To educate children about the difference between good touch and bad touch and promote their safety and well-being
"28,925",To increase school attendance among girls in Sitamarhi by motivating them and their families through Meena Manch and Kishori Manch initiatives.
"5,056",To empower girls through education by addressing the issue of gender discrimination and household responsibilities
"9,311",To improve girls education in rural Bihar
"7,099",To improve education for girls in rural areas by providing information about government schemes
"29,048",To improve education in the village by raising awareness about the importance of education
"15,101","The objective of this micro-improvement is to provide a stable and supportive environment for the children to pursue their education, by addressing the issue of alcoholism and ensuring the family's well-being."
"4,032",To ensure every girl child has access to higher education
"4,146",To improve women's health and well-being
"28,926",To improve education in rural areas by discussing with parents and children
"29,122",To provide separate and well-maintained toilets in schools and colleges
"15,622",To increase parental participation in school meetings and improve communication between parents and teachers
"29,205",To strengthen child safety and protection in schools in Karnataka by writing a request letter to the Chairman of the Karnataka State Commission for Protection of Child Rights
"15,836",To bring children together and promote understanding through games and discussions
"16,591",To help Khushboo Kumari return to school after a 6-month absence due to her mother's injury
"28,438",To empower children through art and convince parents to allow them to take pictures
"19,955",To improve education in the community by advising parents to send their children to school on time and not overburden them with work
"28,399",To allow children to use laptops in the library for learning
"28,409",To allow children to use laptops in the library
"28,424","To encourage children to develop a habit of reading at home, thereby improving their academic performance"
"28,427",To facilitate school admission and government scheme benefits by generating Aadhar cards for students
"28,428",To increase school enrollment by assisting families in obtaining birth certificates for their children
"28,429","To facilitate school admission by creating Aadhaar cards for villagers, particularly focusing on the benefits of government schemes and the importance of Aadhaar cards for educational purposes."
"28,430",To improve Aadhar card enrollment in the community by providing information on where and how to get the Aadhar card made
"28,431",To improve education for girls in the community by encouraging parents to enroll their children in school
"28,433",To create a dedicated space for children to read and learn
"28,437",To convince parents that extracurricular activities contribute to the mental development of children
"28,927",To improve school attendance by discussing education with parents and children
"28,930",To help students overcome language barriers and improve their English speaking skills
"16,475",To empower girls through education and make them self-reliant
"29,050",To address the lack of mental health specialists in schools and provide support to students
"9,392",To empower girls through education and make them aware of the benefits of higher education
"12,571",To encourage girls to attend school and prevent child marriage
"29,123","To provide separate toilets for students in schools and colleges, improving hygiene and sanitation"
"29,169",To address the lack of mental health specialists in schools and provide support to students
"15,324",To get the date of birth in the Aadhar card corrected so that Chandani Kumari can get enrolled in class 8th
"15,496","To provide a dedicated and quiet space for students to study and read, thereby improving their concentration and academic performance"
"28,928",To improve school attendance by engaging with parents and children
"28,931",To increase awareness about future plans among students
"15,470",To create a quiet and comfortable reading space for children in their homes
"15,548",To create a quiet and personal study area for children in shared spaces
"28,932","To improve the education of rural students by providing them with digital tools and a clean environment, and to increase their interest in learning new things"
"29,124",To empower girls through education and encourage them to pursue their studies beyond the 8th grade
"5,011",To improve education in Hosabudanooru village by addressing financial constraints and parental mindset
"28,445","To enhance student engagement by implementing a student-led morning assembly, guided by block officials, and fostering a vibrant atmosphere in the school"
"28,454",To educate children who are not studying due to work interruption and parents not educating them
"28,460",To enroll children in school who were unable to do so due to lack of Aadhaar card
"15,175",To encourage Anjali Kumari to continue her education and create a better future for herself
"15,147",To educate teenage girls and make them aware of the importance of education in their lives
"28,929",To improve school attendance by encouraging parents to send their children to school
"29,051",To address the lack of mental health specialists in schools and provide support to students
"15,386","To create a quiet and dedicated space for students to study and read, reducing household distractions and improving their ability to focus on schoolwork"
"14,900",To ensure the daughter feels safe at school after being harassed
"28,453",To stop child marriage and promote education among girls in the village
"28,456",To educate girls from poor families and help them become self-reliant
"28,482",To address the issue of lack of teachers in rural schools and ensure children can complete their studies
"12,806",To create awareness about women safety among the community
"28,933",To help students overcome exam fear by providing guidance on how to read and keep running notes
"28,487",To educate children and break superstition in the community
"29,170",To address the lack of mental health specialists in schools and provide support to students
"28,447","The aim of the dance training is to develop artistic interest in students, to develop body movement, rhythm and balance, to increase self-confidence and stage courage, to introduce Indian culture and heritage."
"28,448","To impart basic knowledge of computers to children, make them aware of coding, develop logical thinking and problem solving ability, increase interest in digital technology"
"28,449","To develop creative thinking in children, to stimulate imagination and new ideas, to increase children's self-confidence, to develop teamwork and communication skills, to increase interest in learning"
"28,934",To improve student reading habits by providing a supportive environment
"29,052",To create awareness about the Child Helpline 1098 in all government and aided schools in Karnataka
"29,125","To construct and maintain separate toilets in schools and colleges, addressing the lack of proper sanitation facilities for students."
"28,450",To educate Shweta till class 11
"28,451",To educate children and bring prosperity to their families
"29,126",To improve school facilities by constructing and maintaining separate toilets
"28,452",To educate children at home by empowering women who have studied
"28,935",To increase the number of children attending school
